Computer Design,Computer Networking,Artificial Intelligence I,Computation Theory,Computer Graphics,Compiler Construction,Complexity Theory,Concepts in Programming Languages,Concurrent and Distributed Systems,Databases,"Economics, Law and Ethics",Further Java,Mathematical Methods,Logic and Proof,Programming in C and C++,Prolog,Security I,Semantics of Programming Languages,Software Engineering
2005 Paper 5 Question 2,,,2002 Paper 4 Question 6 = Paper 11 Question 7,2004 Paper 5 Question 5 = Paper 12 Question 5,2004 Paper 5 Question 7 = Paper 12 Question 6,2002 Paper 6 Question 12 = Paper 13 Question 12,,,2002 Paper 6 Question 8 = Paper 13 Question 8,,,,2002 Paper 6 Question 11,,,,2002 Paper 6 Question 9,
2005 Paper 6 Question 2,,,2001 Paper 3 Question 9 = Paper 10 Question 12,2004 Paper 6 Question 5 = Paper 13 Question 5,2004 Paper 6 Question 8 = Paper 13 Question 6,2001 Paper 5 Question 12 = Paper 12 Question 13,,,2001 Paper 5 Question 8 = Paper 12 Question 9,,,,2001 Paper 5 Question 11,,,,2001 Paper 5 Question 9,
2004 Paper 3 Question 1,,,2001 Paper 4 Question 8 = Paper 11 Question 8,2003 Paper 3 Question 8 = Paper 10 Question 10,2003 Paper 4 Question 1 = Paper 11 Question 2,2001 Paper 6 Question 12 = Paper 13 Question 13,,,2001 Paper 6 Question 8 = Paper 13 Question 9,,,,2001 Paper 6 Question 11,,,,2001 Paper 6 Question 9,
2004 Paper 5 Question 2,,,2000 Paper 3 Question 9 = Paper 10 Question 11,2003 Paper 5 Question 5 = Paper 12 Question 5,2003 Paper 5 Question 6 = Paper 12 Question 6,2000 Paper 5 Question 12 = Paper 12 Question 13,,,2000 Paper 5 Question 8 = Paper 12 Question 9,,,,2000 Paper 5 Question 11,,,,2000 Paper 5 Question 9,
2004 Paper 6 Question 2,,,2000 Paper 4 Question 8 = Paper 11 Question 9,2003 Paper 6 Question 5 = Paper 13 Question 5,2003 Paper 6 Question 6 = Paper 13 Question 6,2000 Paper 6 Question 12 = Paper 13 Question 13,,,2000 Paper 6 Question 8 = Paper 13 Question 9,,,,2000 Paper 6 Question 11,,,,2000 Paper 6 Question 9,
2003 Paper 3 Question 1,,,1999 Paper 3 Question 9 = Paper 10 Question 11,2002 Paper 3 Question 8 = Paper 10 Question 12,2002 Paper 3 Question 1 = Paper 10 Question 3,1999 Paper 5 Question 11 = Paper 12 Question 12,,,1999 Paper 5 Question 8 = Paper 12 Question 9,,,,1999 Paper 5 Question 10,,,,1999 Paper 5 Question 9,
2003 Paper 5 Question 2,,,1999 Paper 4 Question 1 = Paper 11 Question 9,2002 Paper 4 Question 8 = Paper 11 Question 9,2002 Paper 4 Question 2 = Paper 11 Question 3,1999 Paper 6 Question 11 = Paper 13 Question 12,,,1999 Paper 6 Question 8 = Paper 13 Question 9,,,,1999 Paper 6 Question 10,,,,1999 Paper 6 Question 9,
2003 Paper 6 Question 2,,,1998 Paper 3 Question 9 = Paper 10 Question 11,2001 Paper 4 Question 10 = Paper 11 Question 10,2002 Paper 5 Question 6 = Paper 12 Question 6,1998 Paper 5 Question 11 = Paper 12 Question 12,,,1998 Paper 5 Question 8 = Paper 12 Question 9,,,,1998 Paper 5 Question 10,,,,1998 Paper 5 Question 12,
2002 Paper 3 Question 4,,,1998 Paper 4 Question 8 = Paper 11 Question 9,2001 Paper 5 Question 4 = Paper 12 Question 4,2002 Paper 6 Question 6 = Paper 13 Question 6,1998 Paper 6 Question 11 = Paper 13 Question 12,,,1998 Paper 6 Question 8 = Paper 13 Question 9,,,,1998 Paper 6 Question 10,,,,1998 Paper 6 Question 12,
2002 Paper 5 Question 2,,,1997 Paper 3 Question 9 = Paper 10 Question 10,2001 Paper 6 Question 4 = Paper 13 Question 4,2001 Paper 3 Question 3 = Paper 10 Question 4,1997 Paper 5 Question 9 = Paper 12 Question 12,,,1997 Paper 5 Question 8 = Paper 12 Question 9,,,,1997 Paper 5 Question 10,,,,1997 Paper 5 Question 12,
